"text","favorited","favoriteCount","replyToSN","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Three bills being considered by New York City council members would impose guidelines on landlords and businesses u… https://t.co/cVDlaw8qoC",FALSE,56,NA,TRUE,NA,"1181429035697688579",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",21,FALSE,FALSE,NA,NA
"Take an early look at the front page of The Wall Street Journal https://t.co/ZVhQcFmYaP https://t.co/PPQqDfqfX1",FALSE,87,NA,FALSE,NA,"1181426538216120323",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",30,FALSE,FALSE,NA,NA
"The sculpture was not damaged during Monday's protest, but it is still awaiting repair after a man smashed a metal… https://t.co/fgNWPutmuV",FALSE,57,NA,TRUE,NA,"1181424002591547392",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",18,FALSE,FALSE,NA,NA
"The Hofstatter home in Florida has a $250,000 smart system that turns lights off and on, unlocks doors for the Orth… https://t.co/qTcsqFT8uT",FALSE,69,NA,TRUE,NA,"1181396339344711681",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",11,FALSE,FALSE,NA,NA
"Supporters warn that abandoning a key ally, the Kurds, and walking away from the fight against Islamic State would… https://t.co/YhVRWfILqN",FALSE,170,NA,TRUE,NA,"1181392539754156034",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",73,FALSE,FALSE,NA,NA
"GE plans to freeze its U.S. pension plan for roughly 20,000 employees with salaried benefits, among other changes a… https://t.co/1m9C2jxhbU",FALSE,62,NA,TRUE,NA,"1181388814926929926",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",42,FALSE,FALSE,NA,NA
"“People thought it was weird.” The water bottle has been elevated to a fashion accessory. https://t.co/ohNUkXyN0u",FALSE,100,NA,FALSE,NA,"1181384980829790209",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",24,FALSE,FALSE,NA,NA
"Hong Kong’s stock exchange drops its $36.6 billion bid to acquire its counterpart in London https://t.co/lm0Po5X072",FALSE,53,NA,FALSE,NA,"1181382301474869249",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",29,FALSE,FALSE,NA,NA
"Walmart is laying off some staff at men's apparel retailer Bonobos, as it works to narrow losses in its unprofitabl… https://t.co/QRG5PIr1q5",FALSE,35,NA,TRUE,NA,"1181381254056468481",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",15,FALSE,FALSE,NA,NA
"A woman says her habit of grinding her teeth has kicked into high gear due to the current political climate. She’s… https://t.co/v7F5NigbLC",FALSE,156,NA,TRUE,NA,"1181377443757805568",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",55,FALSE,FALSE,NA,NA
"As plant-based alternatives to meat and cow's milk rise in popularity, cattle ranchers and dairy farmers are pushin… https://t.co/KkODkAXjAT",FALSE,36,NA,TRUE,NA,"1181373736836050945",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",25,FALSE,FALSE,NA,NA
"Sears's lengthy bankruptcy case moved closer to completion as a judge approved the company's liquidation plan https://t.co/8Qi4ugHNT9",FALSE,43,NA,FALSE,NA,"1181369894060855296",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",26,FALSE,FALSE,NA,NA
"The U.S. added 28 Chinese entities to an export blacklist, just days before high-level trade talks are set to resum… https://t.co/xZ4BVeGeui",FALSE,71,NA,TRUE,NA,"1181366121016053760",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",35,FALSE,FALSE,NA,NA
"From @WSJopinion: The British Parliament seeks to impose a permissive abortion law on Northern Ireland—against the… https://t.co/TzEngT9WPK",FALSE,25,NA,TRUE,NA,"1181362339498643456",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",12,FALSE,FALSE,NA,NA
"A once-strong city, where now nearly 27% of residents live below the federal poverty line, is trying to redefine it… https://t.co/nR6fH15mRc",FALSE,28,NA,TRUE,NA,"1181358621977960449",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",14,FALSE,FALSE,NA,NA
"To oust an impeached president the Senate needs 67 votes, meaning 20 Republican senators would have to turn on Trum… https://t.co/E2IjASnHiL",FALSE,156,NA,TRUE,NA,"1181354799675129856",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",48,FALSE,FALSE,NA,NA
"The Supreme Court will consider whether federal law protects gay and transgender employees from discrimination, the… https://t.co/TNbnK4X988",FALSE,88,NA,TRUE,NA,"1181351056577585153",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",45,FALSE,FALSE,NA,NA
"Two professionals living in Washington, D.C., compare the monthly costs of living alone versus living with roommate… https://t.co/9fkJoyx8fU",FALSE,38,NA,TRUE,NA,"1181347219800129536",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","WSJ",14,FALSE,FALSE,NA,NA
