"text","favorited","favoriteCount","replyToSN","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Adam DeVine plays a lonely nerd whose phone takes over his life in this lazy, generic satire, says our reviewer. <ed><U+00A0><U+00BC><ed><U+00BE><U+00AC> https://t.co/E4o933Kxrb",FALSE,78,NA,FALSE,NA,"1183231645526216704",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",8,FALSE,FALSE,NA,NA
"In the Philippines, Juul sells fruit-flavor pods that the company has pulled from U.S. stores. https://t.co/0ByLejDjRy",FALSE,69,NA,FALSE,NA,"1183223851368493057",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",46,FALSE,FALSE,NA,NA
"Prince's estate has condemned President Trump's use of the song ""Purple Rain"" at a reelection event in Minneapolis… https://t.co/YiRbCEKiTp",FALSE,2022,NA,TRUE,NA,"1183216295384436736",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",397,FALSE,FALSE,NA,NA
"Oscar-winner Regina King is starring in the HBO superhero series ""Watchmen."" @waitwait invited her to play a game c… https://t.co/MtvOk2bb6Y",FALSE,204,NA,TRUE,NA,"1183208740578910209",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",18,FALSE,FALSE,NA,NA
"The number of clouds in the world is infinite, and similar to a snowflake, each one is unique. Some look like UFOs… https://t.co/rlih4X1CJB",FALSE,582,NA,TRUE,NA,"1183200968562958337",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",108,FALSE,FALSE,NA,NA
"Victims of the mass shooting in El Paso can now apply for financial assistance from One Fund El Paso, which has rai… https://t.co/kP8BtiW6rq",FALSE,139,NA,TRUE,NA,"1183185613471866880",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",43,FALSE,FALSE,NA,NA
"""I swore an oath to protect and defend the Constitution,"" Cory Booker told NPR during an interview in Newark, N.J.,… https://t.co/7w76ON6Xav",FALSE,662,NA,TRUE,NA,"1183175438954389505",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NPR",170,FALSE,FALSE,NA,NA
"As U.S. authorities investigate Juul for marketing to minors and making unproven safety claims, health advocates wo… https://t.co/gUmdnPI7m9",FALSE,81,NA,TRUE,NA,"1183170774670172161",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",39,FALSE,FALSE,NA,NA
"""When we talk about who has made this country ... we can't leave people out and claim that we're the only ones who… https://t.co/rj19XpBDFM",FALSE,340,NA,TRUE,NA,"1183163453906788352",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",77,FALSE,FALSE,NA,NA
"""Whether people like it or not, we are as American as apple pie and tacos,"" says Marisol Hernandez of the Grammy Aw… https://t.co/ydMckM681W",FALSE,399,NA,TRUE,NA,"1183155909234704385",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",65,FALSE,FALSE,NA,NA
"Typhoon Hagibis is the largest to hit Japan in 61 years, since the 1958 Kanogawa Typhoon that killed more than 1,20… https://t.co/PsftuaWx5L",FALSE,94,NA,TRUE,NA,"1183148103718842370",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",53,FALSE,FALSE,NA,NA
"Researchers have designed a drug specifically for an 8-year-old girl with an ultra-rare genetic disease. 

It's tho… https://t.co/prFiLKncJE",FALSE,450,NA,TRUE,NA,"1183140566898561025",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",84,FALSE,FALSE,NA,NA
"The focus of the last two weeks has been the congressional impeachment inquiry into President Trump. But Democrats… https://t.co/qrWxFDKbd6",FALSE,102,NA,TRUE,NA,"1183133250274975744",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",15,FALSE,FALSE,NA,NA
"ICYMI: California's governor has signed a bill into law that bans private, for-profit prisons and immigrant detenti… https://t.co/KKRJIla8C3",FALSE,1375,NA,TRUE,NA,"1183125474719031297",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",274,FALSE,FALSE,NA,NA
"Jason Benetti was diagnosed with cerebral palsy as a toddler. He grew up impersonating Chicago White Sox announcer… https://t.co/BRFosIrzS1",FALSE,890,NA,TRUE,NA,"1183118155796926464",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",127,FALSE,FALSE,NA,NA
"Three-time Olympic medalist Eliud Kipchoge has become the first person to run a marathon in under two hours — clock… https://t.co/Y17tRhCECt",FALSE,1224,NA,TRUE,NA,"1183110597011034114",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",187,FALSE,FALSE,NA,NA
"Haitians in the Bahamas say discrimination has made it harder to access emergency aid after Hurricane Dorian. 

So… https://t.co/07oZbwgLjt",FALSE,143,NA,TRUE,NA,"1183102256822050816",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",64,FALSE,FALSE,NA,NA
"Priests throughout rural Poland encourage parishioners to vote for the ruling Law and Justice Party, according to t… https://t.co/cxFZYEFLfD",FALSE,114,NA,TRUE,NA,"1183095101087801344",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",41,FALSE,FALSE,NA,NA
"Opinion: The NBA's apologies for Daryl Morey's free speech in support of Hong Kong's protesters may have shown Amer… https://t.co/HIDHiofRbQ",FALSE,958,NA,TRUE,NA,"1183085618416492545",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",368,FALSE,FALSE,NA,NA
"A decision in the latest court case to threaten the future of the Affordable Care Act could come as soon as this mo… https://t.co/7JNDQsPzeU",FALSE,56,NA,TRUE,NA,"1183081022537252864",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",42,FALSE,FALSE,NA,NA
"Psychologist William Richards has studied psychedelics since the '60s. He says Johns Hopkins University's new cente… https://t.co/0Bmk15ZY2I",FALSE,1139,NA,TRUE,NA,"1183073836218159104",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",319,FALSE,FALSE,NA,NA
"<ed><U+00A0><U+00BC><ed><U+00BF><U+009B> Debate preview <ed><U+00A0><U+00BC><ed><U+00BF><U+009B>

NPR political correspondents Asma Khalid and Scott Detrow look at how impeachment inquiries and… https://t.co/J7yIQIuAb1",FALSE,39,NA,TRUE,NA,"1183050694707666944",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NPR",12,FALSE,FALSE,NA,NA
"Haitians in the Bahamas say discrimination has made it harder to access emergency aid and shelter to get back on th… https://t.co/vbq8cXkX5R",FALSE,129,NA,TRUE,NA,"1183049586878898176",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NPR",43,FALSE,FALSE,NA,NA
